participant_id,text,chunk_id,label_debug,y,split
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00053.flac,speaking with right now so these are three of the four candidates for the a country consul seat a stacey you have your own question two minutes what are your ideas for changing eggs zoning that will allow for more options for farm,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00054.flac,worker dwellings including temporary structures such as the new trend of tiny houses in your i think that's an excellent idea i love the title house idea and i think that we do need to change some of our,0,CIND,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00055.flac,regulations if you will to allow for that because right now it's kind of complicated you really can't just put up a year you still need a permit if you have a tidy house you need to put it on wheels i mean it's kind of silly but i think that as a county if,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00056.flac,we're really committed to one affordable housing which we keep saying we are and if we are really committed to farming and growing our food and supporting local businesses these are all very small businesses we're trying to support we keep saying we,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00057.flac,are and we need to find ways to make that happen and so i would support that i think the concern is that sometimes people will say that it's workforce housing and build a mansion on their land so i think that we would,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00058.flac,want to monitor that and have an enforcement part of this as well to make sure it's one thing yes we absolutely want to support workforce housing if you're working on the farm that's very important and we all have to have support and housing,0,AD,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00059.flac,you know looking at not everybody's paying their fair share sometimes on taxes some people are paying too much some people are not paying enough so to have an a foresman piece to make sure everybody's paying their fair share that's really important to me i think we need to look at that and that that would actually pay for itself,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00060.flac,pretty quickly i also wanted to say that you know the we have a big housing crisis here so this is a solution i think to several problems,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00061.flac, the housing and the ag and the growing food so i think it's a good solutions i'm really glad you're asking those questions thank you,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00062.flac,thank you have two minutes and your question is completely different given what it costs for the average farmer to rent a house lease farmland pay for equipment pay for imported amendments and import irrigation costs etc in other words,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00063.flac,there's a lot of cost if you want to farm what do you think it will take to make farming more successful enterprise and what could you do about it if you're elected i think it is going to take the corporation,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00064.flac,of county and state government to be able to put aside those funds you know in just touching on the other questions i think i believe in order for us to change what,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00065.flac,is acceptable and that's going to take a change to what you revert by statutes or change to our county charter but that's something as policymakers that is in our power to do and i think we need to be able to look at the,0,NC,0,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00066.flac,policies that have been in place for ever and and reexamine if they truly suit us today and if they don't then we need to look at what our community really needs and funding i would be able to bring different,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00067.flac,parts of our community together i think one of my strengths is being able to reach out to those who are the experts in their field i readily know that i am not in experts in off field and i am aware,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00068.flac,of that and i i very much honor and respect the expertise of those people who are experts when i was on the state land use commission i did vote against of very controversial development on awful because,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00069.flac,how much the cost of irrigation would be to develop a new site and so as policy makers as government leaders we need to be able to protect those people who are producing food we need to be able to protect those,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00070.flac,places that they are currently farming those places that are currently in ag and we need to to put aside those funds and invest if security food sustainability is our goal like water,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00071.flac,infrastructure like all those things like like housing affordable housing we need to be able to prioritize and give funding to those places thank you so much,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00072.flac,third party a completely one of the thoughts that i've had is maybe it should be a separate entity that just doing the public trust maybe not necessarily a nonprofit but it could be a nonprofit but it could be a completely separate,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00073.flac,corporation that runs and maintains that system because right now the the challenge is you know we have a big corporation who has used that water system for its very existence and sugar you know,0,NC,0,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00074.flac,so and they you know they built it and they've maintained it but they've also read their investment many times over so now it's time to share the water with everyone re stores some of the streams that have,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00075.flac,been you know they've cut the streams off so the life cycles there have completely changed and there are farmers along the way we need to if our commitment is to diversify agriculture we're going to need to share that water,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00076.flac,invested interests in it owning it maybe it's the state i mean maybe that's the best answer maybe it's a third party i i would like to investigate that more thank you very much,0,NC,0,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00077.flac,system that needs repair and or replacement how do you as a candidate see the needed infrastructure being put in while dealing with the multiple entities out there that wish to control the water should i repeat that,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00078.flac,was the legislature approved alexander bottom to keep the water rights for the next thirteen years that's a complete travesty that should have that should be immediately really looked at and changed so that we're not it's not under corporate control i believe all of that water and that infrastructure that was built,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00079.flac,supplies water to the plantation not counting your game and there was water by is everywhere i think we need to get control back of our water system so we can use it to get back to the streams to get back to our the people who need it with that we need to deal with our water quality,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00080.flac,we have to get back to looking at the old system you know we have great groups at the watershed partnerships we have to make sure that the water coming from the mountain is safe healthy and clean for our farmers to use i think we need to look at it as this top down system ,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00081.flac,protect our water resources and again to reclaim the water that's here on the island to the people who really deserve it and not the large corporations who abused it thank you thank you,0,CIND,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00082.flac,there and not in use and it's it's shameful it's disgraceful when so many people need it that we hear so often about the need of all the different parts of our community that no one entity should be able to,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00083.flac,waste that way and so i would be very active in looking at the policies that concern this thank you very much,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00084.flac,economic efficiency with the hope that this would replace currently employed practices that the farmers union doesn't really support so knowing that we have a few questions for you starting with eric,0,CIND,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00085.flac,what would you do to empower the hawaii department of agriculture in hawaii health department by supporting bills that monitor pesticide drift to protect our health and environment such as things like product testing soil,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00086.flac,citizens in maui county need to take the helm on that and start doing their own tests there are organizations the department of water supply there's other groups where you can swab your screens i think we need to find out especially if you're living next to an agricultural area where there is spring or you,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00087.flac,suspect to look at what the chemicals are in the area with that i have to say that i think a lot of it is up to the individual landowner i'm against pesticides you know in my in my career and i have a large stand as a farmer ,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00088.flac,stacey one minute again when it's been proven that there are biological applications that can provide solutions to agricultural production issues what is your position on promoting these over practices that,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00089.flac,use other substances which which are well known hormonal disruptors and possible carcinogens and might cause physical harm to both people and the environment so the question is about,0,AD,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00090.flac,if there are proven biological applications what your position on promoting the over you know our business as usual practices again i think it comes back to when you know better and i have to do better so,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00091.flac,part of the i sat on the resolutions committee for the democratic party last year or last convention two years ago and one of the big things that came up from koichi was that people children were being born with horrible birth defects you couldn't deny it,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00092.flac,there was such a high level of that that was proving to be connected to pesticides and runoff and things like that and so the party created a position saying that that need to stop that we need to be informed and that people need to know what,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00093.flac,was happening in their areas because it was so dramatic i would absolutely support that too i think the least that we can expect is to know what's going on in our especially near schools and there are homes near parks and if there are,0,CIND,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00094.flac,biological ways that will work then we need to look at that if we if there are proven ways then we need to use that instead because i know that there are ways that are we're just not using because we're not being sort of sold by dow chemical you know,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00095.flac,parks and our our highways our department of parks and rec our our county managing director if we can be able to show through experience through through it works that these these alternative,0,NC,0,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00096.flac,methods and methods that are better for us where then then they're more apt to use them and i would want to create policies to make us use them thank you thank you very much we have one last,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00097.flac,you one last question and this one's labeled other but it's for all three of you and we'll give you one minute we have noticed that many of the candidates running this year are freshman in a field of potentially seasoned council,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00098.flac,potentially seasoned council members how do you see working together with others that may not share your values or point of view in how to address our agricultural needs and eric you can go first one minute,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00099.flac,issues and be involved in any kind of negotiations and any kind of a planning there is always a need for mediation because there are always conflicting views as council member my goal would be to be there as that mediator to help bring,0,NC,0,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00100.flac,in different parties to communicate well and to come up with a viable solution to every problem because conflict is part of life and as we're seeing in most election process is right now that this is where we're bringing people together and trying to organize to develop the vision,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00101.flac,in a field of potentially seasoned council members how do you see working together with others that may not share your values or point of view and how to address our agricultural needs first of all i think it's wonderful that there are a,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00102.flac,lot of new people trying to get into public service because i think that where a testament to the fact that where ready for something different and so i i i think that's wonderful i also think that for most of,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00103.flac,my career as an advocate i'm working with people who often don't see eye to eye domestic violence was not a very popular conversation in the eighty's when i first started doing this work so we brought this to the public we started having,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00104.flac,conversations and then we had to engage people to help us in the solution because it was a problem that we couldn't solve by ourselves and sometimes we had very differing opinions and so part of the thing that i'm most proud of is creating collaboration is that we're very,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00105.flac,effective to work on creating laws that protect victims of domestic violence creating task forces and collaboration's and that work together and bring people in from actually you know sometimes on polarized positions so i think,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00106.flac,as an advocate i have already had that experience of working with groups of people and i would bring that skill even as a freshman i'm not a rookie at working in groups of people thank you,0,AD,1,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00107.flac,view of how challenging being a candidate is and i think one of the strengths that i have is my background in education to be an effective teacher you need to be able to present the same information,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00108.flac,a bunch of different ways because you're dealing with students who come from very diverse backgrounds are very diverse communities and so i can't just say one time and hope they all get it i have to say it five times in different ways and hope you all get it,0,CIND,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00109.flac,and to be able to know what different ways to say it i need to look at you as an individual and see where you come from i want to know where you come from where your background is so i know how best to present it to you so that you can get it so we can get on some,0,AD,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00110.flac,kind of common ground you know my my travels in different countries have also helped me to not just present that information to people here in hawaii but but people from different countries and i,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00111.flac,believe it's my cultural background that helps me to understand those of different cultures and we need to be able to find common ground in order to move forward and i also understand that although we may disagree on one issue,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00112.flac,the issue doesn't define a person and i think too often we see leadership today that we are allowing one issue to define people and as a wonderful community the community that has helped to raise me we cannot be a little,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00113.flac,each other to think we are defined by just one issue because where we are more complex than that and we are we're so much better than that also and so i think i've already had experiences with there are people you know i don't agree with ,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00114.flac,studying anthropology of agriculture and and it's amazing in india we talk about water in india they have a water temple system and this is how they manage their water where the people who designate how that,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00115.flac,but it exists and it works and i think we need to be able to one be educated on what works in different parts of the world to be able to bring what is the very best home to have we also need to be educated in what always work here ,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00116.flac,our indigenous systems because we know what what works we know what this i know is made for and we need to be able to consult those experts we need to value that information and that education instead of ignoring it and putting it to the si,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00117.flac,so i'm very excited about about the vision i'm excited about this movement i'm excited to see what we can do together as a community ,0,NC,0,test
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00118.flac,and that even as a farmer other than working with the land i was involved with pesticide issues with land use issues with definitely the water issues that took to keep that farm going and to try and rehabilitate that farm after years of disarray through that,0,NC,0,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00119.flac,through all these experiences i learned so much about the needs of farmers the needs of the land of the needs of businesses to actually survive in a very competitive and a world market again working with some of our flowers were not able to distribute overseas because of being out,0,NC,0,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00120.flac,competed due to marketing aspects that happened in the eighty's way before i got involved those are all heavy issues and later i would love to communicate with everybody to get more ideas to help me understand individual issues to help ,0,CIND,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00121.flac,you stacy do you have any concluding remarks about your positions on agriculture or is there a question you wish you would have been asked and if so please ask it and respond in two minutes well i really am,0,AD,1,train
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00122.flac,i think i've learned so much in my little garden and you know and it inspires me i created a whole program just from a piece of calo that my son got visiting someone's field he brought it back he dropped it in a pot because i didn't have time to grow it,0,CIND,1,val
07282016HFUUforum_SLASH_07-28-2016_HFUUforum_DOT_mp3_00123.flac,kahlo and so i learned a lot in the garden i learned a lot from farmers you know that are doing way more than i am but one of the things that i think as a county we should do is support people who,0,CIND,1,train
